2.019684	0.064639	2.317004	0.08681868
2.148962	0.085472	2.324619	0.06136747
2.319906	0.063575	2.377962	0.06917343
2.447056	0.063051	2.519422	0.1185617
2.573158	0.083379	2.430935	0.09684357
2.739916	0.082624	2.416343	0.06924326
2.905164	0.081689	2.378785	0.05832394
3.068542	0.080955	2.374		0.07081172
3.230452	0.060224	2.501168	0.08003559
3.3509		0.0597375	2.54065		0.09207475
3.470375	0.079007	2.634381	0.07045309
3.628389	0.078246	2.687219	0.08493158
3.784881	0.0774935	2.71577		0.08138956
3.939868	0.076751	2.584474	0.1109448
4.09337		0.076019	2.491385	0.1284044
4.245408	0.075333	2.628667	0.1357731
4.396074	0.074542	2.754873	0.1350973
4.545158	0.073875	2.841773	0.1106224
4.692908	0.0731785	2.875939	0.1036754
4.839265	0.0724905	2.852088	0.1133035
4.984246	0.0718475	2.837621	0.1248869
5.127941	0.0711045	2.724862	0.1066708
5.27015		0.088031	2.836306	0.1981061
5.446212	0.08694		3.133846	0.2116144
5.620092	0.0688575	3.2		0.25
5.757807	0.0682235	3.235035	0.1588761
5.894254	0.0675965	3.356697	0.2269878
6.029447	0.0836385	3.095859	0.06936576
6.196724	0.082662	3.210101	0.1294774
6.362048	0.0654955	2.797664	0.1519191
6.493039	0.0809335	3.246951	0.7422328
6.654906	0.0801445	3.3		0.8
6.815195	0.063388	3.078645	0.1900982
6.941971	0.063388	2.971524	0.2166602
