0	0
0.05	0.101081876
0.1	0.195766166
0.15	0.284052868
0.2	0.365941983
0.25	0.441433511
0.3	0.510527452
0.35	0.573223806
0.4	0.629522573
0.45	0.679423752
0.5	0.722927345
0.55	0.76003335
0.6	0.790741768
0.65	0.815052599
0.7	0.832965843
0.75	0.8444815
0.8	0.84959957
0.85	0.848320052
0.9	0.840642948
0.95	0.826568256
1	0.806095977
1.05	0.779226111
1.1	0.745958658
1.15	0.706293618
1.2	0.660230991
1.25	0.607770776
1.3	0.548912975
1.35	0.483657586
1.4	0.412004611
1.45	0.333954048
1.5	0.249505898
1.55	0.158660161
1.6	0.061416836
1.65	0.042224075
1.7	0.152262573
1.75	0.268698659
1.8	0.391532332
1.85	0.520763592
1.9	0.656392438
1.95	0.798418873
2	0.946842894
2.05	1.101664502
2.1	1.262883697
2.15	1.43050048
2.2	1.60451485
2.25	1.784926806
2.3	1.97173635
2.35	2.164943481
2.4	2.364548199
2.45	2.570550505
2.5	2.782950397
2.55	3.001747877
2.6	3.226942943
2.65	3.458535597
2.7	3.696525838
2.75	3.940913666
2.8	4.191699081
2.85	4.448882083
2.9	4.712462672
2.95	4.982440849
3	5.258816612
3.05	5.541589963
3.1	5.830760901
3.15	6.126329426
3.2	6.428295538
3.25	6.736659237
3.3	7.051420523
3.35	7.372579397
3.4	7.700135857
3.45	8.034089905
3.5	8.37444154
