0.25937		0.02083835	2.11904		0.0361286
0.3010467	0.02570915	2.125733	0.0276668
0.352465	0.0252725	2.135928	0.02636246
0.40301		0.0248975	2.147599	0.02781706
0.452805	0.0244825	2.160159	0.03461513
0.50177		0.02412		2.135549	0.03678044
0.55001		0.02424335	2.138851	0.03907807
0.5984967	0.02594415	2.104409	0.02914691
0.650385	0.0244525	2.09381		0.02816839
0.69929		0.024835	2.088393	0.02802548
0.74896		0.0258517	2.110882	0.03370114
0.8006634	0.0239883	2.101929	0.03152646
0.84864		0.02544335	2.114		0.03571204
0.8995267	0.02548915	2.148234	0.03340858
0.950505	0.02454415	2.153538	0.03890561
0.9995933	0.02457835	2.167054	0.04383805
1.04875		0.025875	2.192014	0.03207276
1.1005		0.024125	2.220761	0.03244948
1.14875		0.024925	2.223511	0.03486893
1.1986		0.025125	2.2163		0.03487476
1.24885		0.0249915	2.245805	0.06193017
1.298833	0.0261585	2.301822	0.09767901
1.35115		0.0239915	2.283334	0.07684833
1.399133	0.0251585	2.268879	0.07294448
1.44945		0.0249585	2.273469	0.07353612
1.499367	0.0250165	2.28275		0.05293632
1.5494		0.0255835	2.287863	0.05988661
1.600567	0.0250665	2.307593	0.1254445
1.6507		0.0244665	2.324567	0.1801449
1.699633	0.0255335	2.31092		0.150671
1.7507		0.0249165	2.292646	0.1038107
1.800533	0.0244085	2.264623	0.06202585
1.84935		0.0253915	2.277572	0.1157289
1.900133	0.0250085	2.246092	0.07009768
1.95015		0.015075	2.250145	0.0659219
1.9803		0.02		2.257951	0.08279471
