#      P/P0	Ar/MCM-41 nsorb [mmol/g]
0	        0
0.005660048763497183  0.09090909090908639
0.0020027864855452493  0.36363636363636687
0.0022117729014282106  0.9090909090909101
0.0024555903866250173  1.5454545454545432
0.0026645768025079786  2.0909090909090935
0.0028213166144201995  2.5000000000000036
0.006879136189481161  3.09090909090909
0.024468826192964255  4.0000000000000036
0.04003831417624537  4.636363636363637
0.05367467781260901  5.227272727272727
0.06342737722048081  5.68181818181818
0.07699407871821681  6.09090909090909
0.09245907349355637  6.454545454545453
0.10407523510971806  6.772727272727273
0.12338906304423564  7.181818181818183
0.13695576454197156  7.59090909090909
0.16010101010101024  8
0.18133054684778832  8.40909090909091
0.19487983281086746  8.772727272727273
0.20461511668408233  9.181818181818183
0.21236502960640907  9.40909090909091
0.2258969000348312  9.727272727272727
0.23563218390804613  10.136363636363637
0.2473005921281785  10.59090909090909
0.2531173807035877  10.772727272727273
0.2570707070707072  11.09090909090909
0.2687913618948103  11.68181818181818
0.2689132706374087  12
0.28441309648206214  12.454545454545453
0.28467432950191585  13.136363636363637
0.28859282479972154  13.363636363636363
0.29064785788923736  13.727272727272727
0.3004179728317661  14.227272727272727
0.30053988157436445  14.545454545454545
0.31036224312086397  15.18181818181818
0.3124869383490075  15.727272727272727
0.3185475444096135  16.545454545454543
0.3225531173807038  17
0.32464298153953347  17.454545454545453
0.3324625566004878  17.86363636363636
0.3441309648206201  18.318181818181817
0.3596307906652735  18.772727272727273
0.3788923719958205  19.045454545454543
0.39813653779171043  19.272727272727273
0.4077499129223269  19.36363636363636
0.44050853361198206  19.86363636363636
0.47692441657958917  19.909090909090907
0.5709160571229539  20.227272727272727
0.6380006966213864  20.318181818181817
0.7511320097526996  20.590909090909086
0.8028909787530478  20.68181818181818
0.9007140369209334  21
0.9294148380355278  20.909090909090907
0.9677290142807384  20.909090909090907
0.9754963427377219  21.18181818181818
0.9929118773946359  21.636363636363633
0.998746081504702  21.86363636363636
1.000835945663532  22.318181818181817
1.008725182863114  22.909090909090907

