       71.36620       40.48478       1.018414     0.01441280
       61.33949       37.72330       1.018414     0.04529687
       44.75095       31.53421       1.018414     0.09144717
       41.07243       29.01124       1.018414      0.1525203
       39.77809       30.05681       1.018414      0.1980879
       36.30598       27.88357       1.018414      0.2434302
       39.83701       26.98229       1.018414      0.3034367
       35.40546       27.83127       1.018414      0.3482099
       27.06501       24.79198       1.018414      0.3927224
       27.76223       21.52460       1.018414      0.4517275
       25.47837       21.41978       1.018414      0.5102956
       11.70135       21.93134       1.018414      0.5540140
      -1.917585       18.78721       1.018414      0.5974533
      -1.203596       15.46666       1.018414      0.6550386
       2.259276       13.76342       1.018414      0.6979790
      0.1172332       10.70150       1.018414      0.7407115
      -2.162552       7.262598       1.018414      0.7972717
      0.8960485       5.077947       1.018414      0.8534824
       3.342770       4.141908       1.018414      0.9093083
       5.036607       3.905927       1.018414      0.9509392
       3.919930       3.561934       1.018414      0.9923335
       3.055951       3.259843       1.018414       1.047250
       1.194049       3.211679       1.018414       1.101720
     -0.1083832       3.380871       1.018414       1.155857
      0.3624831       3.815033       1.018414       1.209581
       1.164288       4.248462       1.018414       1.249731
       1.630226       4.063985       1.018414       1.289607
       1.014381       3.808495       1.018414       1.342514
      -1.560865       3.913216       1.018414       1.394995
      -1.704782       3.840906       1.018414       1.447160
     -0.4255514       3.673071       1.018414       1.499011
      0.5705687       3.589149       1.018414       1.550448
       1.263398       3.492697       1.018414       1.601578
      0.5653030       3.538116       1.018414       1.652368
      0.5667545       3.569035       1.018414       1.702822
      0.6967871       3.458095       1.018414       1.752944
      0.2884900       3.418998       1.018414       1.802734
       1.349607       3.481286       1.018414       1.852198
       1.754275       3.545117       1.018414       1.901369
      0.4068096       3.508274       1.018414       1.950155
     -0.9094257       3.473350       1.018414       1.998653
     -0.4899868       3.467802       1.018414       2.046867
     -0.5665748       3.521818       1.018414       2.094705
    -0.07793433       3.461042       1.018414       2.142263
       1.934835       3.204455       1.018414       2.201304
       3.471782       3.212282       1.018414       2.259819
       2.864906       3.282204       1.018414       2.306341
       1.610691       3.362750       1.018414       2.352505
       1.233745       3.378190       1.018414       2.398402
      0.8618405       3.266259       1.018414       2.444035
       1.008821       3.039085       1.018414       2.500586
       2.243613       3.100430       1.018414       2.556746
       3.104416       3.269999       1.018414       2.601342
       2.763271       3.177739       1.018414       2.645654
       3.262545       2.986284       1.018414       2.700674
       3.268904       2.985842       1.018414       2.755215
       1.957533       2.940715       1.018414       2.798557
       1.227313       2.852150       1.018414       2.852338
      0.9463080       2.819892       1.018414       2.905726
       1.487503       2.699151       1.018414       2.948152
       2.138019       2.616436       1.018414       3.000740
       2.300852       2.793604       1.018414       3.052999
       1.746278       2.835470       1.018414       3.094457
       1.096731       2.744272       1.018414       3.145938
       1.376688       2.751916       1.018414       3.197049
       1.952770       2.715630       1.018414       3.247741
       1.507675       2.754823       1.018414       3.298094
      0.6080920       2.692521       1.018414       3.347988
      0.6231505       2.563504       1.018414       3.397574
       1.177813       2.415223       1.018414       3.446732
       1.483761       2.425166       1.018414       3.505257
       1.279356       2.549358       1.018414       3.553594
       1.340292       2.642567       1.018414       3.601604
       1.549909       2.748390       1.018414       3.649215
       1.674729       2.717223       1.018414       3.696475
       1.962847       2.737318       1.018414       3.752735
       2.879061       2.788192       1.018414       3.799244
       2.281098       2.620299       1.018414       3.845413
       1.240219       2.541649       1.018414       3.900312
       1.140752       2.673184       1.018414       3.954782
      0.9265582       2.774736       1.018414       3.999791
      0.3462872       2.657340       1.018414       4.044446
      0.5768631       2.591658       1.018414       4.097584
       2.095340       2.585605       1.018414       4.150311
       2.130498       2.548564       1.018414       4.202539
      0.9558958       2.536672       1.018414       4.254329
      0.1785737       2.615807       1.018414       4.305631
      0.7764955       2.746634       1.018414       4.356515
       1.682923       2.730261       1.018414       4.406957
       1.800193       2.666761       1.018414       4.456964
       1.055309       2.623313       1.018414       4.506540
       1.003740       2.560958       1.018414       4.555690
       1.641225       2.475188       1.018414       4.604443
       1.455030       2.516836       1.018414       4.652731
       1.470065       2.598212       1.018414       4.700673
       1.526191       2.640423       1.018414       4.748127
      0.6941348       2.564290       1.018414       4.795243
     0.01868878       2.501001       1.018414       4.849645
      0.2961254       2.603797       1.018414       4.903562
      0.8853418       2.671600       1.018414       4.949346
      0.8654593       2.614300       1.018414       5.002297
    -0.08916353       2.575246       1.018414       5.054714
    -0.04301121       2.503728       1.018414       5.099229
      0.4410818       2.484111       1.018414       5.150705
