0.2 0.318855567
0.3 0.486901069
0.4 0.637711134
0.5 0.7885212
0.6 0.926404688
0.7 1.012581868
0.8 1.090141331
0.9 1.133229921
1.0 1.167700793
1.1 1.189245088
1.2 1.184936229
1.3 1.163391934
1.4 1.115994485
1.5 1.051361599
1.6 0.965184419
1.7 0.883316098
1.8 0.797138918
1.9 0.749741468
2.0 0.771285764
2.1 0.861771803
2.2 1.00396415
2.3 1.167700793
2.4 1.335746294
2.5 1.417614616
2.6 1.465012065
2.7 1.490865219
2.8 1.508100655
2.9 1.525336091
3.0 1.538262668
3.1 1.551189245
3.2 1.564115822
3.3 1.577042399
3.4 1.581351258
3.5 1.585660117
3.6 1.589968976
