#                   T = 1.60                    
#          r [Å]            g(r)           Δg(r)
  1.40000000E+01  9.99110344E-01  2.28138153E-04
  1.41200000E+01  9.99211959E-01  2.16482912E-04
  1.42500000E+01  9.99369983E-01  2.31548668E-04
  1.43800000E+01  9.99346097E-01  2.31347688E-04
  1.45000000E+01  9.99510678E-01  2.50555726E-04
  1.46200000E+01  9.99786743E-01  2.43902424E-04
  1.47500000E+01  1.00009054E+00  2.01060298E-04
  1.48800000E+01  9.99673346E-01  2.14994402E-04
  1.50000000E+01  9.99960409E-01  2.14308947E-04
  1.51200000E+01  1.00006353E+00  2.37984986E-04
  1.52500000E+01  1.00037287E+00  2.18145315E-04
  1.53800000E+01  1.00036034E+00  2.21409720E-04
  1.55000000E+01  1.00063816E+00  2.19014621E-04
  1.56200000E+01  1.00058379E+00  2.48073678E-04
  1.57500000E+01  9.99978213E-01  2.13780569E-04
  1.58800000E+01  9.99965106E-01  2.05047058E-04
  1.60000000E+01  9.99879730E-01  2.31835839E-04
  1.61200000E+01  9.99652510E-01  2.13494224E-04
  1.62500000E+01  9.99636692E-01  2.26141465E-04
  1.63800000E+01  9.99738061E-01  2.29527366E-04
  1.65000000E+01  9.99119472E-01  2.18145778E-04
  1.66200000E+01  9.99141436E-01  2.04949311E-04
  1.67500000E+01  9.99348953E-01  2.22235059E-04
  1.68800000E+01  9.99435238E-01  2.20459492E-04
  1.70000000E+01  9.99553314E-01  2.24584707E-04
  1.71200000E+01  9.99421682E-01  2.15172970E-04
  1.72500000E+01  9.99451226E-01  2.14850598E-04
  1.73800000E+01  9.99540520E-01  2.31041699E-04
  1.75000000E+01  9.99790820E-01  2.20509760E-04
  1.76200000E+01  9.99854190E-01  2.25224579E-04
  1.77500000E+01  1.00006541E+00  2.44361662E-04
  1.78800000E+01  9.99993191E-01  2.12850832E-04
  1.80000000E+01  1.00012274E+00  2.21147357E-04
  1.81200000E+01  1.00029726E+00  2.10908840E-04
  1.82500000E+01  9.99981610E-01  2.41241781E-04
  1.83800000E+01  1.00005960E+00  2.10200981E-04
  1.85000000E+01  9.99902058E-01  2.14573579E-04
  1.86200000E+01  9.99992854E-01  2.19013206E-04
  1.87500000E+01  9.99654879E-01  2.20567860E-04
  1.88800000E+01  9.99686096E-01  2.38128099E-04
  1.90000000E+01  9.99708499E-01  2.18305374E-04
  1.91200000E+01  9.99477911E-01  2.31360768E-04
  1.92500000E+01  9.99661643E-01  2.71557317E-04
  1.93800000E+01  9.99401419E-01  2.05199409E-04
  1.95000000E+01  9.99797387E-01  2.09375447E-04
  1.96200000E+01  9.99666406E-01  2.13363402E-04
  1.97500000E+01  9.99633593E-01  2.17785528E-04
  1.98800000E+01  9.99949997E-01  2.11260738E-04
  2.00000000E+01  9.99513239E-01  2.38568705E-04
  2.01200000E+01  9.99648684E-01  2.22158022E-04
  2.02500000E+01  9.99859625E-01  2.17734054E-04
  2.03800000E+01  9.99898987E-01  2.12557500E-04
  2.05000000E+01  9.99801822E-01  2.22956760E-04
  2.06200000E+01  9.99752839E-01  2.19963569E-04
  2.07500000E+01  1.00010270E+00  2.25564959E-04
  2.08800000E+01  1.00006947E+00  2.37312085E-04
  2.10000000E+01  9.99948957E-01  2.17521369E-04
  2.11200000E+01  9.99845087E-01  2.19863419E-04
  2.12500000E+01  9.99575338E-01  2.12041745E-04
  2.13800000E+01  9.99678080E-01  2.04401669E-04
  2.15000000E+01  9.99635507E-01  2.37108662E-04
  2.16200000E+01  9.99803044E-01  2.20089998E-04
  2.17500000E+01  9.99474018E-01  2.24667945E-04
  2.18800000E+01  9.99544378E-01  2.58153229E-04
  2.20000000E+01  9.99934869E-01  2.27275942E-04
  2.21200000E+01  9.99711707E-01  2.38944211E-04
  2.22500000E+01  9.99911095E-01  2.44600181E-04
  2.23800000E+01  9.99709398E-01  2.17021894E-04
  2.25000000E+01  9.99821808E-01  2.17679872E-04
  2.26200000E+01  9.99681570E-01  1.99073796E-04
  2.27500000E+01  9.99503542E-01  1.91281120E-04
  2.28800000E+01  9.99642130E-01  1.86183158E-04
  2.30000000E+01  9.99911517E-01  2.03369320E-04
  2.31200000E+01  9.99965050E-01  2.63552329E-04
  2.32500000E+01  9.99845518E-01  2.70133008E-04
  2.33800000E+01  9.99599279E-01  2.54936958E-04
  2.35000000E+01  9.99977451E-01  2.73393711E-04
  2.36200000E+01  9.99925590E-01  2.55911234E-04
  2.37500000E+01  9.99535963E-01  2.32839796E-04
  2.38800000E+01  9.99729048E-01  2.16697513E-04
  2.40000000E+01  9.99859789E-01  1.98306829E-04
  2.41200000E+01  9.99844234E-01  1.80031945E-04
  2.42500000E+01  9.99920884E-01  2.07341789E-04
  2.43800000E+01  9.99761076E-01  2.08125858E-04
  2.45000000E+01  9.99670764E-01  1.95897653E-04
  2.46200000E+01  9.99820293E-01  2.21626492E-04
  2.47500000E+01  9.99738571E-01  2.85196733E-04
  2.48800000E+01  9.99822538E-01  2.94640840E-04
